,Symbol,Security Name,Price
382,CRMLW,Critical Metals Corp. - Warrants,0.18400000035762787
383,CRNT,Ceragon Networks Ltd. - Ordinary Shares,2.4200000762939453
384,CRON,Cronos Group Inc. - Common Share,2.140000104904175
385,CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",3.609999895095825
386,CRWS,"Crown Crafts, Inc. - Common Stock",3.2799999713897705
387,CSAI,"Cloudastructure, Inc. - Class A Common Stock",3.3299999237060547
388,CSCI,COSCIENS Biopharma Inc.  - Common Stock,3.5999999046325684
389,CSTE,Caesarstone Ltd. - Ordinary Shares,2.069999933242798
390,CTKB,"Cytek Biosciences, Inc. - Common Stock",2.6700000762939453
391,CTMX,"CytomX Therapeutics, Inc. - Common Stock",2.0299999713897705
392,CTNM,"Contineum Therapeutics, Inc. - Common stock",3.509999990463257
393,CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,1.4900000095367432
394,CTOR,"Citius Oncology, Inc.  - Common Stock",0.9039999842643738
395,CTRM,Castor Maritime Inc. - Common Shares,2.359999895095825
396,CTSO,Cytosorbents Corporation - Common Stock,0.8999999761581421
397,CTXR,"Citius Pharmaceuticals, Inc. - Common Stock",0.8479999899864197
398,CUBA,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End Fund",2.609999895095825
399,CUBWW,Lionheart Holdings - Warrant,0.30000001192092896
400,CUE,"Cue Biopharma, Inc. - Common Stock",0.7250000238418579
401,CUPR,Cuprina Holdings (Cayman) Limited - Ordinary shares,4.480000019073486
402,CURIW,CuriosityStream Inc.  - Warrant,0.09000000357627869
403,CURR,Currenc Group Inc. - Ordinary Shares,0.859000027179718
404,CVAC,CureVac N.V. - Ordinary Shares,3.7200000286102295
405,CVGI,"Commercial Vehicle Group, Inc. - Common Stock",1.4600000381469727
406,CVV,CVD Equipment Corporation - Common Stock,2.5899999141693115
407,CWD,CaliberCos Inc. - Class A Common Stock,3.8499999046325684
408,CXAI,CXApp Inc. - Class A Common Stock,1.1200000047683716
409,CXAIW,CXApp Inc. - Warrant,0.07800000160932541
410,CYCC,"Cyclacel Pharmaceuticals, Inc. - Common Stock",2.0
411,CYCCP,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",3.9600000381469727
412,CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",3.0399999618530273
413,CYCU,"Cycurion, Inc. - Common Stock",0.47699999809265137
414,CYCUW,"Cycurion, Inc. - Warrants",0.05009999871253967
415,CYN,Cyngn Inc. - Common stock,4.730000019073486
416,DADA,Dada Nexus Limited - American Depositary Shares,2.0399999618530273
417,DAIO,Data I/O Corporation - Common Stock,2.4000000953674316
418,DALN,DallasNews Corporation - Series A Common Stock,4.409999847412109
419,DARE,"Dare Bioscience, Inc. - Common Stock",2.890000104904175
420,DATS,"DatChat, Inc. - Common Stock",2.630000114440918
421,DATSW,"DatChat, Inc. - Series A Warrant",0.25
422,DAVEW,Dave Inc.  - Warrants,0.739799976348877
423,DCGO,DocGo Inc. - Common Stock,1.4700000286102295
424,DEFT,"Defi Technologies, Inc. - Common Stock",3.8399999141693115
425,DENN,Denny's Corporation - Common Stock,4.090000152587891
426,DEVS,DevvStream Corp. - Common Stock,0.5329999923706055
427,DFLI,Dragonfly Energy Holdings Corp - Common Stock,0.4000000059604645
428,DFLIW,Dragonfly Energy Holdings Corp - Warrant,0.02800000086426735
429,DGLY,"Digital Ally, Inc. - Common Stock",0.03999999910593033
430,DGXX,Digi Power X Inc. - Common Subordinate Voting Shares,1.6299999952316284
431,DH,Definitive Healthcare Corp. - Class A Common Stock,3.2799999713897705
432,DHAI,"DIH Holding US, Inc. - Class A Common Stock",0.21899999678134918
433,DHAIW,"DIH Holding US, Inc. - Warrant",0.01510000042617321
434,DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,3.130000114440918
435,DIBS,"1stdibs.com, Inc. - Common Stock",2.5
436,DISTR,Distoken Acquisition Corporation - Right,0.25
437,DISTW,Distoken Acquisition Corporation - Warrant,0.08869999647140503
438,DLPN,"Dolphin Entertainment, Inc. - Common Stock",1.0700000524520874
439,DLTH,Duluth Holdings Inc. - Class B Common Stock,1.8899999856948853
440,DMAAR,Drugs Made In America Acquisition Corp. - Rights,0.12999999523162842
441,DMAC,DiaMedica Therapeutics Inc. - Common Stock,4.199999809265137
442,DMN,Damon Inc. - Common Stock,0.00800000037997961
443,DNUT,"Krispy Kreme, Inc. - Common Stock",3.1700000762939453
444,DPRO,Draganfly Inc. - Common Shares,1.8700000047683716
445,DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",0.5080000162124634
446,DRDBW,Roman DBDR Acquisition Corp. II - Warrants,0.3700000047683716
447,DRIO,DarioHealth Corp. - Common Stock,0.6600000262260437
448,DRMA,"Dermata Therapeutics, Inc. - Common Stock",0.7910000085830688
449,DRRX,DURECT Corporation - Common Stock,0.6299999952316284
450,DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,2.7899999618530273
451,DRTSW,Alpha Tau Medical Ltd. - Warrant,0.22599999606609344
452,DSGN,"Design Therapeutics, Inc. - Common Stock",3.509999990463257
453,DSWL,"Deswell Industries, Inc. - Common Shares",2.390000104904175
454,DSY,Big Tree Cloud Holdings Limited - Ordinary Shares,1.5140000581741333
455,DSYWW,Big Tree Cloud Holdings Limited - Warrants,0.01899999938905239
456,DTCK,Davis Commodities Limited - Ordinary Shares,0.6119999885559082
457,DTI,Drilling Tools International Corporation  - Common Stock,2.549999952316284
458,DTIL,"Precision BioSciences, Inc. - Common Stock",4.710000038146973
459,DTSQR,DT Cloud Star Acquisition Corporation - Right,0.11010000109672546
460,DTSS,Datasea Inc. - Common Stock,2.6110000610351562
461,DTST,Data Storage Corporation - Common Stock,3.9200000762939453
462,DTSTW,Data Storage Corporation - Warrant,0.26919999718666077
463,DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,0.23999999463558197
464,DVLT,Datavault AI Inc. - Common Stock,0.8999999761581421
465,DWSN,Dawson Geophysical Company - Common Stock,1.2599999904632568
466,DXLG,"Destination XL Group, Inc. - Common Stock",1.100000023841858
467,DXST,Decent Holding Inc. - Ordinary Shares,1.2200000286102295
468,DYAI,"Dyadic International, Inc. - Common Stock",1.0399999618530273
469,DYNXW,Dynamix Corporation - Warrant,0.36000001430511475
470,EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,4.0
471,ECDA,"ECD Automotive Design, Inc. - Common Stock",0.33799999952316284
472,ECX,ECARX Holdings Inc. - Class A Ordinary shares,1.590000033378601
473,ECXWW,ECARX Holdings Inc. - Warrants,0.07989999651908875
474,EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",1.7599999904632568
475,EDBL,Edible Garden AG Incorporated - Common Stock,1.9700000286102295
476,EDBLW,Edible Garden AG Incorporated - Warrant,0.03700000047683716
477,EDHL,Everbright Digital Holding Limited - Ordinary Shares,4.079999923706055
478,EDIT,"Editas Medicine, Inc. - Common Stock",1.5099999904632568
479,EDSA,"Edesa Biotech, Inc. - Common Shares",2.0299999713897705
480,EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,0.8989999890327454
481,EDUC,Educational Development Corporation - Common Stock,1.2699999809265137
482,EEIQ,EpicQuest Education Group International Limited - Common Stock,0.656000018119812
483,EFOI,"Energy Focus, Inc. - Common Stock",1.7599999904632568
484,EGHT,8x8 Inc - Common stock,1.809999942779541
485,EHGO,Eshallgo Inc. - Class A Ordinary Shares,1.284999966621399
486,EHTH,"eHealth, Inc. - Common Stock",4.420000076293945
487,EJH,E-Home Household Service Holdings Limited - Ordinary shares,0.10700000077486038
488,EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",0.37400001287460327
489,ELAB,PMGC Holdings Inc. - Common Stock,2.4700000286102295
490,ELBM,Electra Battery Materials Corporation - Common Stock,1.0299999713897705
491,ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",2.869999885559082
492,ELEV,"Elevation Oncology, Inc. - Common stock",0.28299999237060547
493,ELSE,"Electro-Sensors, Inc. - Common Stock",3.799999952316284
494,ELUT,"Elutia, Inc. - Class A Common Stock",1.7200000286102295
495,ELVA,Electrovaya Inc. - Common Shares,3.0399999618530273
496,ELWS,"Earlyworks Co., Ltd. - American Depositary Shares",1.8949999809265137
497,EM,Smart Share Global Limited - American Depositary Shares,1.1100000143051147
498,EMCGR,Embrace Change Acquisition Corp - Rights,0.12790000438690186
499,ENGN,enGene Holdings Inc. - Common Stock,3.450000047683716
500,ENGNW,enGene Holdings Inc. - Warrants,0.75
501,ENGS,Energys Group Limited - Ordinary Shares,2.940000057220459
502,ENLV,Enlivex Therapeutics Ltd. - Ordinary Shares,1.0
503,ENSC,"Ensysce Biosciences, Inc. - Common Stock",2.3399999141693115
504,ENTO,Entero Therapeutics Inc. - Common Stock,0.42399999499320984
505,ENTX,Entera Bio Ltd. - Ordinary Shares,2.0299999713897705
506,ENVB,"Enveric Biosciences, Inc.  - Common Stock",1.2999999523162842
507,EOSEW,"Eos Energy Enterprises, Inc. - Warrant",0.5899999737739563
508,EPIX,ESSA Pharma Inc. - Common Stock,1.7100000381469727
509,EPOW,"Sunrise New Energy Co., Ltd - Class A Ordinary Shares",0.9700000286102295
510,EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,3.8399999141693115
511,EQ,"Equillium, Inc. - Common Stock",0.3700000047683716
512,ERAS,"Erasca, Inc. - Common Stock",1.284999966621399
513,ERNA,Ernexa Therapeutics Inc. - Common Stock,0.2199999988079071
514,ESGL,ESGL Holdings Limited - Class A Ordinary Shares,2.369999885559082
515,ESGLW,ESGL Holdings Limited - Warrants,0.012199999764561653
516,ESLA,"Estrella Immunopharma, Inc. - Common Stock",0.9589999914169312
517,ESLAW,"Estrella Immunopharma, Inc. - Warrant",0.05939999967813492
518,ESPR,"Esperion Therapeutics, Inc. - Common Stock",0.800000011920929
519,EU,enCore Energy Corp. - Common Stock,1.6399999856948853
520,EUDA,Euda Health Holdings Limited - Ordinary Shares,3.819999933242798
521,EUDAW,Euda Health Holdings Limited - Warrant,0.15000000596046448
522,EVAX,Evaxion A/S - American Depositary Share,1.7410000562667847
523,EVGN,Evogene Ltd. - Ordinary Shares,1.309999942779541
524,EVGO,EVgo Inc. - Common Stock,3.8499999046325684
525,EVGOW,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",0.2849999964237213
526,EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",0.45509999990463257
527,EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,4.059999942779541
528,EVOK,"Evoke Pharma, Inc. - Common Stock",3.2200000286102295
529,EVTV,"Envirotech Vehicles, Inc. - Common stock",0.25200000405311584
530,EXFY,"Expensify, Inc. - Class A Common Stock",2.369999885559082
531,EYEN,"Eyenovia, Inc. - Common Stock",1.1299999952316284
532,EZGO,EZGO Technologies Ltd. - Ordinary Shares,0.3479999899864197
533,FAAS,DigiAsia Corp. - Ordinary Shares,0.1940000057220459
534,FAASW,DigiAsia Corp. - Warrant,0.03290000185370445
535,FACTW,FACT II Acquisition Corp. - Warrant,0.2199999988079071
536,FAMI,"Farmmi, INC. - Ordinary Shares",1.7799999713897705
537,FARM,Farmer Brothers Company - Common Stock,1.4900000095367432
538,FAT,FAT Brands Inc. - Common Stock,2.549999952316284
539,FATBB,FAT Brands Inc. - Class B Common Stock,2.75
540,FATBP,FAT Brands Inc. - 8.25% Series B Cumulative Preferred Stock,3.687000036239624
541,FATBW,FAT Brands Inc. - Warrant,3.5
542,FATE,"Fate Therapeutics, Inc. - Common Stock",1.0700000524520874
543,FBGL,FBS Global Limited - Ordinary Shares,0.6489999890327454
544,FBIO,"Fortress Biotech, Inc. - Common Stock",1.809999942779541
545,FBLG,"FibroBiologics, Inc. - Common Stock",0.9340000152587891
546,FBYDW,"Falcon's Beyond Global, Inc. - Warrants",1.159999966621399
547,FCEL,"FuelCell Energy, Inc. - Common Stock",4.119999885559082
548,FCUV,Focus Universal Inc. - Common Stock,4.119999885559082
549,FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",3.440000057220459
550,FEAM,"5E Advanced Materials, Inc. - Common Stock",4.25
551,FEBO,Fenbo Holdings Limited - Ordinary Shares,1.4500000476837158
552,FEMY,Femasys Inc. - Common Stock,1.059999942779541
553,FERAR,Fifth Era Acquisition Corp I - Rights,0.20000000298023224
554,FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,1.149999976158142
555,FFAIW,Faraday Future Intelligent Electric Inc. - Warrant,0.03999999910593033
556,FGEN,"FibroGen, Inc - Common Stock",0.3059999942779541
557,FGI,FGI Industries Ltd. - Ordinary Shares,0.5590000152587891
558,FGIWW,FGI Industries Ltd. - warrant,0.03999999910593033
559,FGL,Founder Group Limited - Ordinary Shares,1.25
560,FGMCR,FG Merger II Corp. - Rights,0.2199999988079071
561,FHTX,Foghorn Therapeutics Inc. - Common Stock,4.429999828338623
562,FKWL,Franklin Wireless Corp. - common stock,4.599999904632568
563,FLD,"Fold Holdings, Inc. - Class A Common Stock",3.9600000381469727
564,FLDDW,"Fold Holdings, Inc. - Warrant",0.6000000238418579
565,FLGC,Flora Growth Corp. - Common Stock,0.6759999990463257
566,FLL,"Full House Resorts, Inc. - Common Stock",3.6700000762939453
567,FLNT,"Fluent, Inc. - Common Stock",2.4000000953674316
568,FLUX,"Flux Power Holdings, Inc. - Common Stock",1.899999976158142
569,FLWS,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",4.650000095367432
570,FLX,BingEx Limited - American Depositary Shares,2.259999990463257
571,FLYE,"Fly-E Group, Inc. - Common Stock",0.4869999885559082
572,FMST,Foremost Clean Energy Ltd. - Common Shares,2.4100000858306885
573,FMSTW,Foremost Clean Energy Ltd. - Warrant,0.3400000035762787
574,FNGR,"FingerMotion, Inc. - common stock",4.039999961853027
575,FNKO,"Funko, Inc. - Class A Common Stock",4.199999809265137
576,FORA,Forian Inc. - Common Stock,2.1500000953674316
577,FOSL,"Fossil Group, Inc. - Common Stock",1.590000033378601
578,FPAY,"FlexShopper, Inc. - Common Stock",1.309999942779541
579,FRGT,"Freight Technologies, Inc. - Ordinary Shares",1.0
580,FRSX,Foresight Autonomous Holdings Ltd. - American Depositary Shares,0.6240000128746033
581,FSHPR,Flag Ship Acquisition Corp. - Right,0.1200999990105629
582,FTCI,"FTC Solar, Inc. - Common Stock",4.090000152587891
583,FTEK,"Fuel Tech, Inc. - Common Stock",1.1299999952316284
584,FTEL,Fitell Corporation - Ordinary Shares,0.5690000057220459
585,FTFT,Future FinTech Group Inc. - Common Stock,1.5
586,FTHM,Fathom Holdings Inc. - Common Stock,1.159999966621399
587,FTRE,Fortrea Holdings Inc. - Common Stock,4.440000057220459
588,FUFU,BitFuFu Inc. - Class A Ordinary Shares,3.7200000286102295
589,FUFUW,BitFuFu Inc. - Warrant,0.30300000309944153
590,FVNNR,Future Vision II Acquisition Corporation - Right,0.15000000596046448
591,GAIA,"Gaia, Inc. - Class A Common Stock",4.309999942779541
592,GALT,Galectin Therapeutics Inc. - Common Stock,1.2799999713897705
593,GAME,"GameSquare Holdings, Inc. - Common stock",0.7129999995231628
594,GAN,GAN Limited - Ordinary Shares,1.8600000143051147
595,GANX,"Gain Therapeutics, Inc. - Common Stock",2.009999990463257
596,GBIO,Generation Bio Co. - Common stock,0.38100001215934753
597,GCL,GCL Global Holdings Ltd - Ordinary Shares,2.2200000286102295
598,GCTK,"GlucoTrack, Inc. - Common Stock",0.15000000596046448
599,GDC,GD Culture Group Limited - Common Stock,2.1700000762939453
600,GDRX,"GoodRx Holdings, Inc. - Class A Common Stock",3.9600000381469727
601,GDTC,CytoMed Therapeutics Limited - Ordinary Shares,2.234999895095825
602,GEG,"Great Elm Group, Inc.  - Common Stock",2.0199999809265137
603,GELS,Gelteq Limited - Ordinary Shares,1.909999966621399
604,GENK,"GEN Restaurant Group, Inc. - Class A Common Stock",4.050000190734863
605,GERN,Geron Corporation - Common Stock,1.2699999809265137
606,GEVO,"Gevo, Inc. - Common Stock",1.2200000286102295
607,GFAI,"Guardforce AI Co., Limited - Ordinary Shares",1.1200000047683716
608,GFAIW,"Guardforce AI Co., Limited - Warrant",0.2215999960899353
609,GGR,Gogoro Inc. - Ordinary Shares,0.2800000011920929
610,GGROW,Gogoro Inc. - Warrant,0.019600000232458115
611,GIBO,GIBO Holdings Limited - Class A Ordinary Shares,3.7799999713897705
612,GIBOW,GIBO Holdings Limited - Warrants,0.13019999861717224
613,GIFT,"Giftify, Inc. - Common Stock",1.809999942779541
614,GIGGW,GigCapital7 Corp. - Warrant,0.07999999821186066
615,GIGM,GigaMedia Limited - Ordinary Shares,1.440000057220459
616,GIPR,Generation Income Properties Inc. - Common stock,1.5800000429153442
617,GITS,"Global Interactive Technologies, Inc. Common Stock - Common Stock",1.4600000381469727
618,GLBS,Globus Maritime Limited - Common Stock,1.0499999523162842
619,GLE,Global Engine Group Holding Limited - Class A Ordinary Shares,1.9249999523162842
620,GLMD,Galmed Pharmaceuticals Ltd. - Ordinary Shares,1.190000057220459
621,GLTO,"Galecto, Inc. - Common Stock",2.880000114440918
622,GLUE,"Monte Rosa Therapeutics, Inc. - Common Stock",3.9800000190734863
623,GLXG,Galaxy Payroll Group Limited - Class A Ordinary Shares,0.6200000047683716
624,GLYC,"GlycoMimetics, Inc. - Common Stock",0.25
625,GMGI,"Golden Matrix Group, Inc. - Common Stock",1.5
626,GMHS,Gamehaus Holdings Inc. - Class A Ordinary Shares,1.2799999713897705
627,GMM,Global Mofy AI Limited  - Class A Ordinary Shares,2.8570001125335693
628,GNFT,GENFIT S.A. - American Depositary Shares,4.190000057220459
629,GNLN,"Greenlane Holdings, Inc. - Class A Common Stock",0.006000000052154064
630,GNLX,Genelux Corporation - Common Stock,2.4800000190734863
631,GNPX,"Genprex, Inc. - Common Stock",0.24699999392032623
632,GNSS,Genasys Inc. - Common Stock,1.690000057220459
633,GNTA,Genenta Science S.p.A. - American Depositary Shares,4.25
634,GORV,"Lazydays Holdings, Inc. - Common Stock",0.21899999678134918
635,GOSS,"Gossamer Bio, Inc. - Common Stock",1.0399999618530273
636,GOVX,"GeoVax Labs, Inc. - Common Stock",0.9850000143051147
637,GOVXW,"GeoVax Labs, Inc. - Warrants",0.04360000044107437
638,GP,GreenPower Motor Company Inc. - Common Shares,0.46000000834465027
639,GPATW,GP-Act III Acquisition Corp. - Warrants,0.2849999964237213
640,GPRO,"GoPro, Inc. - Class A Common Stock",0.6079999804496765
641,GRABW,Grab Holdings Limited - Warrant,0.47999998927116394
642,GRCE,"Grace Therapeutics, Inc. - Common Stock",2.799999952316284
643,GREE,Greenidge Generation Holdings Inc. - Class A Common Stock,1.1399999856948853
644,GRI,"GRI Bio, Inc. - Common Stock",1.5
645,GRNQ,Greenpro Capital Corp. - Common Stock,1.3450000286102295
646,GROW,"U.S. Global Investors, Inc. - Class A Common Stock",2.2100000381469727
647,GRRRW,Gorilla Technology Group Inc. - Warrant,0.6798999905586243
648,GRWG,GrowGeneration Corp. - Common Stock,1.1399999856948853
649,GRYP,"Gryphon Digital Mining, Inc - Common Stock",1.3899999856948853
650,GSIT,"GSI Technology, Inc. - Common Stock",3.390000104904175
651,GSIW,Garden Stage Limited - Ordinary Shares,0.7329999804496765
652,GSM,Ferroglobe PLC - Ordinary Shares,3.8399999141693115
653,GSRTR,GSR III Acquisition Corp. - Right,2.997999906539917
654,GSUN,Golden Sun Health Technology Group Limited - Class A Ordinary Shares,3.240000009536743
655,GTBP,"GT Biopharma, Inc. - Common Stock",2.2300000190734863
656,GTEC,Greenland Technologies Holding Corporation - Ordinary Shares,2.259999990463257
657,GTI,Graphjet Technology - Class A Ordinary Shares,0.13099999725818634
658,GTIM,Good Times Restaurants Inc. - Common Stock,1.600000023841858
659,GURE,"Gulf Resources, Inc. - Common Stock",0.6299999952316284
660,GUTS,"Fractyl Health, Inc. - Common Stock",1.690000057220459
661,GV,Visionary Holdings Inc. - Common Shares,1.9900000095367432
662,GVH,Globavend Holdings Limited - Ord Shares,1.3799999952316284
663,GWAV,"Greenwave Technology Solutions, Inc. - Common Stock",0.19900000095367432
664,GXAI,Gaxos.ai Inc. - Common Stock,1.3200000524520874
665,HAIN,"The Hain Celestial Group, Inc. - Common Stock",1.9700000286102295
666,HAO,Haoxi Health Technology Limited - Class A Ord Share,1.399999976158142
667,HBIO,"Harvard Bioscience, Inc. - Common Stock",0.3400000035762787
668,HCAT,"Health Catalyst, Inc - Common stock",4.059999942779541
669,HCTI,"Healthcare Triangle, Inc. - Common Stock",0.00800000037997961
670,HEPS,D-Market Electronic Services & Trading - American Depositary Shares,2.680000066757202
671,HFFG,HF Foods Group Inc. - Common Stock,4.210000038146973
672,HGBL,Heritage Global Inc. - Common Stock,2.2200000286102295
673,HHS,"Harte Hanks, Inc. - Common Stock",4.519999980926514
674,HIHO,Highway Holdings Limited - Common Stock,1.940000057220459
675,HIT,"Health In Tech, Inc. - Class A Common Stock",0.6209999918937683
676,HITI,High Tide Inc. - Common Shares,2.359999895095825
677,HIVE,HIVE Digital Technologies Ltd - Common Shares,2.069999933242798
678,HKIT,Hitek Global Inc. - Class A Ordinary Share,1.2400000095367432
679,HKPD,Hong Kong Pharma Digital Technology Holdings Limited - Ordinary shares,1.0199999809265137
680,HLP,Hongli Group Inc. - Ordinary Shares,1.5099999904632568
681,HLVX,"HilleVax, Inc. - Common Stock",1.9700000286102295
682,HMR,Heidmar Maritime Holdings Corp. - Common Stock,2.569999933242798
683,HOFV,Hall of Fame Resort & Entertainment Company - Common Stock,0.8510000109672546
684,HOFVW,Hall of Fame Resort & Entertainment Company - Warrant,0.002199999988079071
685,HOLOW,MicroCloud Hologram Inc. - Warrant,0.07020000368356705
686,HONDW,HCM II Acquisition Corp. - Warrant,1.2200000286102295
687,HOOK,HOOKIPA Pharma Inc. - Common Stock,1.559999942779541
688,HOTH,"Hoth Therapeutics, Inc. - Common Stock",0.8600000143051147
689,HOUR,"Hour Loop, Inc. - common stock",1.2999999523162842
690,HOVR,New Horizon Aircraft Ltd. - Class A Ordinary Shares,0.6819999814033508
691,HOVRW,New Horizon Aircraft Ltd. - Warrant,0.05979999899864197
692,HOWL,"Werewolf Therapeutics, Inc. - Common Stock",1.1100000143051147
693,HPAIW,Helport AI Limited - Warrants,0.25519999861717224
694,HPKEW,"HighPeak Energy, Inc. - Warrant",0.847000002861023
695,HRTX,"Heron Therapeutics, Inc.   - Common Stock",1.9700000286102295
696,HSCS,HeartSciences Inc. - Common Stock,3.259999990463257
697,HSDT,"Helius Medical Technologies, Inc. - Class A Common Stock",4.269999980926514
698,HSPOW,Horizon Space Acquisition I Corp. - Warrant,0.025699999183416367
699,HSPTR,Horizon Space Acquisition II Corp. - Right,0.1599999964237213
700,HTCO,High-Trend International Group - Class A Ordinary Shares,0.3269999921321869
701,HTCR,"Heartcore Enterprises, Inc. - Common Stock",0.5339999794960022
702,HTLM,HomesToLife Ltd - Ordinary Shares,3.8499999046325684
703,HTOO,Fusion Fuel Green PLC - Ordinary Shares,0.3070000112056732
704,HTOOW,Fusion Fuel Green PLC - Warrant,0.006000000052154064
705,HTZWW,"Hertz Global Holdings, Inc - Warrant",3.5999999046325684
706,HUBC,Hub Cyber Security Ltd. - Ordinary Shares,2.640000104904175
707,HUBCW,Hub Cyber Security Ltd. - Warrant expiring 2/27/28,0.029999999329447746
708,HUBCZ,Hub Cyber Security Ltd. - Warrant,0.011099999770522118
709,HUDI,"Huadi International Group Co., Ltd. - Ordinary Shares",1.5399999618530273
710,HUIZ,Huize Holding Limited - American Depositary Shares,2.2300000190734863
711,HUMA,"Humacyte, Inc. - Common Stock",2.240000009536743
712,HUMAW,"Humacyte, Inc. - Warrant",0.550000011920929
713,HURA,"TuHURA Biosciences, Inc. - Common Stock",3.9200000762939453
714,HVIIR,Hennessy Capital Investment Corp. VII - Rights,0.25
715,HWH,HWH International Inc. - Common Stock,1.4900000095367432
716,HXHX,Haoxin Holdings Limited - Class A Ordinary Shares,1.4500000476837158
717,HYFM,"Hydrofarm Holdings Group, Inc. - Common Stock",3.5
718,HYMC,Hycroft Mining Holding Corporation - Class A Common Stock,2.9000000953674316
719,HYMCL,Hycroft Mining Holding Corporation - Warrants,0.017000000923871994
720,HYMCW,Hycroft Mining Holding Corporation - Warrant,0.00139999995008111
721,HYPR,"Hyperfine, Inc.  - Class A Common Stock",0.6209999918937683
722,IBG,Innovation Beverage Group Limited - Ordinary Shares,0.7300000190734863
723,IBIO,"iBio, Inc. - Common Stock",0.800000011920929
724,IBRX,"ImmunityBio, Inc. - Common Stock",2.8399999141693115
725,ICAD,icad inc. - Common Stock,3.990000009536743
726,ICCM,IceCure Medical Ltd. - Ordinary Shares,1.0399999618530273
727,ICCT,iCoreConnect Inc. - Common stock,2.2899999618530273
728,ICG,Intchains Group Limited - American Depositary Shares,2.5
729,ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",3.0
730,ICON,Icon Energy Corp. - Common stock,1.7899999618530273
731,ICU,SeaStar Medical Holding Corporation - Common Stock,1.2400000095367432
732,ICUCW,SeaStar Medical Holding Corporation - Warrant,0.033799998462200165
733,IDAI,T Stamp Inc. - Class A Common Stock,2.430000066757202
734,IDN,"Intellicheck, Inc. - Common Stock",3.380000114440918
735,IFBD,"Infobird Co., Ltd - Ordinary Shares",1.1200000047683716
736,IFRX,InflaRx N.V. - Common Stock,1.659999966621399
737,IGMS,"IGM Biosciences, Inc. - Common Stock",1.1799999475479126
738,IHRT,"iHeartMedia, Inc. - Class A Common Stock",1.2400000095367432
739,III,"Information Services Group, Inc. - Common Stock",4.900000095367432
740,IINN,Inspira Technologies Oxy B.H.N. Ltd. - Ordinary Shares,0.5090000033378601
741,IINNW,Inspira Technologies Oxy B.H.N. Ltd. - Warrant,0.20000000298023224
742,IKNA,"Ikena Oncology, Inc. - Common Stock",1.1100000143051147
743,IKT,"Inhibikase Therapeutics, Inc. - Common Stock",2.009999990463257
744,ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,0.3840000033378601
745,ILLR,Triller Group Inc. - Common Stock,0.9539999961853027
746,ILLRW,Triller Group Inc. - Warrant,0.09019999951124191
747,ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,3.4600000381469727
748,IMAB,I-MAB - American Depositary Shares,0.8999999761581421
749,IMCC,IM Cannabis Corp. - Common Shares,1.659999966621399
750,IMG,CIMG Inc. - Common Stock,0.5529999732971191
751,IMMP,Immutep Limited - American Depositary Shares,2.0299999713897705
752,IMMX,"Immix Biopharma, Inc. - Common Stock",2.059999942779541
753,IMNN,"Imunon, Inc. - Common Stock",0.47999998927116394
754,IMPP,Imperial Petroleum Inc. - Common Shares,2.509999990463257
755,IMRN,Immuron Limited - American Depositary Shares,1.7100000381469727
756,IMRX,Immuneering Corporation - Class A Common Stock,1.440000057220459
757,IMTE,Integrated Media Technology Limited - Ordinary Shares,1.1799999475479126
758,IMTX,Immatics N.V. - Ordinary Shares,4.739999771118164
759,IMUX,"Immunic, Inc.  - Common Stock",0.9610000252723694
760,INAB,"IN8bio, Inc. - Common Stock",0.1289999932050705
761,INBS,Intelligent Bio Solutions Inc.  - Common Stock,1.2200000286102295
762,INCR,Intercure Ltd. - ordinary shares,1.5149999856948853
763,INDI,"indie Semiconductor, Inc. - Class A Common Stock",2.700000047683716
764,INDP,"Indaptus Therapeutics, Inc. - Common Stock",0.4490000009536743
765,INEO,INNEOVA Holdings Limited - Ordinary Shares,0.8709999918937683
766,INHD,Inno Holdings Inc. - Common Stock,1.6799999475479126
767,INLF,INLIF LIMITED - ordinary shares,1.2699999809265137
