,CHKR,OXSQ,VOC,USEA,FAT,MIND,NHTC,ABEV,LYG,MFG,NOK,BTG,SAN,PBI,CCEL,WHF,OFS,MRCC,PTMN,TPVG,CMBT,ZIM,OXLC,ECC,ORC,PSEC,TWO,AGNC,FSK,DX,NLY,INSW,MITT,SUNS,PBR,EFC,SDIV,QYLD,TRIN,ARLP,BCSF,RA,USA,GBDC,NMFC,PNNT,GSBD
TWO,-1.1260044654310356e-05,9.866540607852567e-05,0.00014711499648390947,4.0766248408370035e-05,0.00020885298600796967,0.00010958391677780567,7.819842524546528e-05,0.0001103618805619803,0.00016031221519430199,0.00015958019338572745,0.0001247294495299508,8.273084792984772e-05,0.00017148150161998575,0.0001737441033726842,6.566301842290652e-05,8.472878448118106e-05,0.0001115258631891113,0.0001231175597398478,0.00010630731562457171,0.00018271504762890488,9.30897291510107e-05,0.00014966755443930968,0.0001219398838965953,0.00012047282504262314,0.0001959716131540088,0.00012770067582335357,0.0002695977417002252,0.00018063903755855792,0.0001514339131738584,0.00016085765874539838,0.00019093995471558328,7.61754768821415e-05,0.00020118605106532128,0.0001908385050553354,0.00014267507111950076,0.00016587847467550032,0.00012116665307073907,0.00010220390800140098,0.00012871117320641378,5.6880101434441315e-05,0.00015145272229656202,5.903018619091839e-05,0.00010909529475059764,0.00011638570682232359,0.0001314586352031495,0.00013855339718241315,0.00013110233041115554
AGNC,-1.5326228760243924e-05,8.511826925612965e-05,9.354282111007393e-05,1.7275611115363635e-05,0.00016348524016189249,0.00010856869153623914,5.096104422541861e-05,7.083841451323941e-05,0.00011428852662417745,0.00012712622797249402,8.708241194947841e-05,7.585127703611542e-05,0.00012357871480561832,0.00014192598556996802,7.053133286017373e-05,6.165450475566885e-05,9.153298428500554e-05,0.00010251700448501545,8.500312239589434e-05,0.0001349792717807855,8.337747183506284e-05,0.00013911879878021776,0.00010823586858271917,9.947306789311753e-05,0.0001771752698354276,0.00010849591131816868,0.00018063903755855792,0.00020295948605491786,0.0001209967727128032,0.00014728734778424497,0.00018961334445223563,6.570017070990523e-05,0.00016699076480687975,0.0001739089232166265,0.0001240140072252143,0.00013948824356279158,0.00010001155524823193,9.7424763799874e-05,9.566425613099658e-05,3.8699728240913214e-05,0.00011982368253198894,5.1741661779616246e-05,0.00010368488574719498,8.624010285210243e-05,0.00011078480967703,0.00010459084223576654,9.905166144244438e-05
FSK,-1.785904230701136e-05,8.895270385232154e-05,0.0001835108644124854,4.386317981746397e-05,0.00017044553200966776,0.00014624726506766718,1.5697238517008802e-05,6.628265246200664e-05,0.00012887136021524776,0.0001690595414760287,9.000239195570716e-05,4.558865638449437e-05,0.00014090165465294822,0.00017006025022674203,5.217329443551582e-05,8.396561819182671e-05,0.0001099944183645284,0.00012650426672370955,0.00011018221450374782,0.00020574539593580795,0.0001039825075986219,0.00020257403341318082,0.00013497824450215215,0.00012998766340561565,0.00013935649693069455,0.00015525735076127797,0.0001514339131738584,0.0001209967727128032,0.0002085970896163291,0.00011318016006509169,0.00013136657546907737,9.981200983297169e-05,0.0001526052835886471,0.00015049080372472358,0.00016110262465766892,0.00013326990534431865,0.00010797124681543383,0.00012059118623799315,0.00014023864786688,7.051590368260504e-05,0.00018181697774107775,5.6226936362596326e-05,0.00011449040160997197,0.00014547320212760471,0.000159456246028929,0.00017181447728821533,0.0001579523284410383
DX,-1.0213672237711149e-05,7.418126926211976e-05,9.795701832868324e-05,2.9586334352596216e-05,0.00012877348151690634,8.621382364215935e-05,4.0440718187539434e-05,7.402620102025437e-05,0.00010774540215805267,0.0001302603974414276,7.204283078959937e-05,7.873851274592587e-05,0.00012079821537163256,0.00011991055682958688,5.9785173414119494e-05,5.603770122582698e-05,8.417124229789627e-05,9.199006417366424e-05,7.98566621934028e-05,0.00012475768634190133,5.5667943533762915e-05,0.00012864679832655908,9.580219583689206e-05,8.48652445469169e-05,0.00017074614881573938,0.00010305392031931346,0.00016085765874539838,0.00014728734778424497,0.00011318016006509169,0.00015251139403139896,0.00015566993841855685,4.649978082424421e-05,0.00015865341967017613,0.00014531059747760393,0.00011004452860353253,0.0001217514890476898,9.088966015934828e-05,7.968645365575713e-05,9.216519602845961e-05,3.7465826466964304e-05,0.00011255406348879844,4.5952197204507284e-05,7.885688156155506e-05,8.52122688798778e-05,0.0001010710648126992,0.00010149956635016509,9.616684047851331e-05
NLY,-2.080541399226484e-05,8.970000705969823e-05,0.00012068244649209263,1.7602373606995044e-05,0.00017585807648612717,0.00011012327093804158,4.1143090102923294e-05,8.181748258774843e-05,0.00013314514145114833,0.00014903442681618213,9.48666280453637e-05,8.183514677209238e-05,0.00014002506147662775,0.00016421258312231685,9.170376482013616e-05,6.435267866875125e-05,9.969937037584121e-05,0.00011362572164781132,9.788489584557573e-05,0.00014932595576912661,7.117216439293792e-05,0.00014195988022345913,0.0001209347423564043,0.0001164575945581651,0.0001872265867259835,0.00011317238872550948,0.00019093995471558328,0.00018961334445223563,0.00013136657546907737,0.00015566993841855685,0.0002089950041472981,5.599513984529214e-05,0.0001837041017620311,0.00019599491739696992,0.00012455180884831838,0.00014944793522812114,0.00010745033802973452,0.000103795721626082,0.0001090214979917204,4.478225504638663e-05,0.00013079724063900505,5.262294413541698e-05,0.00010408113691330583,9.993984232691874e-05,0.00011820675345084483,0.0001187862250025355,0.00010853961560986212
INSW,3.9575647510719094e-05,3.9617104073197235e-05,0.00026961985261302193,8.680029637905325e-05,6.55645688459338e-05,5.646161133015411e-05,-2.8228730704168796e-06,4.768979980788788e-05,0.00010522842077843467,0.0001994399284982556,0.00011955369329544776,0.00022310070665952617,0.00015287971402464938,0.0001350612025196687,-0.00014285073387337025,4.5144523388291224e-05,7.757537409031266e-05,7.918718140510392e-05,3.0476800106080668e-05,7.107020872294309e-05,0.00042950331978871983,0.0004580487986304681,8.788748519875661e-05,7.921854976838973e-05,5.6136812520867956e-05,0.00013605406768070735,7.61754768821415e-05,6.570017070990523e-05,9.981200983297169e-05,4.649978082424421e-05,5.599513984529214e-05,0.000723697554490266,2.4979876840450714e-05,0.00014845410051254692,0.0001676225267486748,3.414060892233824e-05,0.00012976351923489824,0.00014232900290715212,6.094374264046103e-05,7.254711299529408e-05,9.194942861472781e-05,2.8710016804150053e-05,9.496461667937406e-05,8.536080826037016e-05,6.470286137143641e-05,8.14110256119454e-05,8.624374668329287e-05
MITT,-2.7272265207372877e-05,8.834316179631249e-05,0.00015309988569943983,3.663436746577919e-05,0.00017343681507986229,8.002813562929736e-05,3.387850351410968e-05,8.843965973513632e-05,0.00014405138500843043,0.00019303065461965477,0.0001339833608501024,9.510941806412244e-05,0.00016760811246102717,0.00021330772443009424,6.125232129442454e-05,8.528121539900683e-05,0.0001238910378048708,0.0001342609519504968,0.00013034209775670023,0.00016328903796956155,6.943345835802045e-05,0.0001426978926513799,0.00011764633681425332,0.00011950368869415621,0.00019130539111676133,0.0001209792809775981,0.00020118605106532128,0.00016699076480687975,0.0001526052835886471,0.00015865341967017613,0.0001837041017620311,2.4979876840450714e-05,0.0003783217162427221,0.00018523175757667842,0.0001462836534703924,0.0001752918785070663,0.00012247158911163252,9.991066843786281e-05,0.00012646186094074954,7.013291611331619e-05,0.00016457379976314793,5.68700793020709e-05,0.00011025649098493055,0.00011701314671015855,0.0001471295826385303,0.00014255357149736496,0.00013456287536433317
SUNS,8.820176050628133e-05,9.218190312345425e-05,0.00040122954318025036,6.943070904101816e-05,0.0001167589492021452,8.023581476677786e-05,3.2389216067536063e-06,7.505436469994111e-05,0.0001344239058355453,0.00023355091979190997,9.671654810351905e-05,0.00017531159318205834,0.00013470697784349282,0.0003080987972750134,5.3324861717309934e-05,0.0001349666386118601,6.373421724821165e-05,0.00012804473587727116,0.0001108116914580396,0.00017251638744463107,0.00011796714794500541,0.0001084534258139478,6.937040124513734e-05,9.673865799182962e-05,0.00016897702633629242,0.00017634792585356402,0.0001908385050553354,0.0001739089232166265,0.00015049080372472358,0.00014531059747760393,0.00019599491739696992,0.00014845410051254692,0.00018523175757667842,0.0013769317163632147,0.00010409744790482443,0.00016191485543614616,0.00014555245537154634,0.00013738018751726996,0.00011373155587152647,9.764167236506537e-05,0.00016038534023020493,5.384722678725429e-05,0.00011352077844355964,0.00016882936262017085,0.00013893531489985556,0.00012053871689671246,0.00014297298214963373
PBR,1.2855667555193449e-05,6.839830748037592e-05,0.00020879286931869428,8.703075640168518e-05,0.00013985574429927123,0.0002102001887048993,6.177189856478465e-05,0.0001477881644928078,0.00011897756703449253,0.000163373417194988,0.00011587449986164931,0.0001376278887266416,0.00012295872161495065,0.00012962419113675614,1.9522557344927036e-05,8.06571308358476e-05,0.00011070657084258735,0.00012456082595654224,9.125610129920541e-05,0.00016781875975815773,0.00018629189704567065,0.00018910906224148608,0.0001088136005754276,9.570124887213511e-05,0.0001448269323987926,0.00013302204310025224,0.00014267507111950076,0.0001240140072252143,0.00016110262465766892,0.00011004452860353253,0.00012455180884831838,0.0001676225267486748,0.0001462836534703924,0.00010409744790482443,0.0004056161658224695,0.00010452916506542657,0.0001305742416361151,0.0001159543467580548,0.00011738719428853112,6.593628853632936e-05,0.00015396988204065317,5.1956664463142604e-05,0.00011218144639776102,0.00012011715694310977,0.00015287953652204765,0.00015012575887825446,0.00013584741651284426
EFC,1.405329076717292e-05,8.178090423336999e-05,0.00013634446003762198,3.8118580168159645e-05,0.00013821806018688576,7.991888184620067e-05,3.9071646458135794e-05,7.198651951380861e-05,0.00012412299098554292,0.0001326559395401556,7.399485393399461e-05,6.637117339965198e-05,0.00012125563227615185,0.00014915097318428773,7.41456848702899e-05,7.987516137295473e-05,7.350808514591446e-05,0.00010605524482583315,9.237721071551103e-05,0.000153878271664637,5.248457613212318e-05,0.0001162643579486984,0.00010482038504145948,9.843953836449151e-05,0.0001547995245733596,0.00011656264920783822,0.00016587847467550032,0.00013948824356279158,0.00013326990534431865,0.0001217514890476898,0.00014944793522812114,3.414060892233824e-05,0.0001752918785070663,0.00016191485543614616,0.00010452916506542657,0.00019336847974026254,0.00010102518706276465,9.633241091968323e-05,0.00011265283540412026,4.8711787682172276e-05,0.00013741540735041848,5.077036213209431e-05,0.00010258987330628908,9.692758991073252e-05,0.00011878535572878395,0.0001235421489500437,0.00011365484705037673
SDIV,-3.3383661903425775e-05,6.240855617341164e-05,0.0001362778000108112,4.8571448288182e-05,0.00011608478079844818,9.448441087778958e-05,3.591412306754362e-05,9.111448966108185e-05,0.00013725219649925695,0.00015637940671328314,0.00010295503797996174,0.00012827966403970237,0.00014874371770190543,0.00015207276911797724,2.217552848666211e-05,6.464361590215814e-05,7.234482617765317e-05,0.00010048104674726844,8.013292819079777e-05,0.00012648587038589023,0.00013537101224284125,0.0001809103680777771,9.110946782793878e-05,8.888794774196873e-05,0.00011235545595974109,0.00011285713251210694,0.00012116665307073907,0.00010001155524823193,0.00010797124681543383,9.088966015934828e-05,0.00010745033802973452,0.00012976351923489824,0.00012247158911163252,0.00014555245537154634,0.0001305742416361151,0.00010102518706276465,0.00012217658518421013,9.952963087490458e-05,8.080952329321817e-05,5.2212243901569874e-05,0.0001092203111801069,4.4493193023636946e-05,9.4814896242928e-05,8.944402212326762e-05,9.550343749724321e-05,0.00010321487860254412,9.56276340038861e-05
QYLD,-2.472426931796743e-05,6.548752604423765e-05,0.00012602620220718362,2.3404147957341052e-05,0.00012602121093925313,0.00013911979560806266,1.919118197351401e-05,5.3843820436969656e-05,0.00014620856185581268,0.00019336824422444044,0.0001030409154747007,0.00012215121543026112,0.00013943772005814566,0.00017689894773148393,3.7468260876469643e-06,5.148631328903418e-05,5.5352280280862126e-05,0.00010697630671573388,7.346530068615935e-05,0.00011625292448104536,0.00012742265794436726,0.0002201950058533976,0.00012003437701490571,0.00011719590989340065,0.00010288599245850178,0.00010642052309256601,0.00010220390800140098,9.7424763799874e-05,0.00012059118623799315,7.968645365575713e-05,0.000103795721626082,0.00014232900290715212,9.991066843786281e-05,0.00013738018751726996,0.0001159543467580548,9.633241091968323e-05,9.952963087490458e-05,0.00016901355693270707,8.682963159282477e-05,6.68308164189349e-05,0.00011758404270731676,5.184568674401167e-05,0.00012697701940689204,0.00010173846996557855,0.00010037392201686463,0.00011656072299836899,9.966570373248873e-05
TRIN,-4.059416005923947e-05,7.537776229098083e-05,0.00011819622516945692,3.7705121137569545e-05,0.00013263979176509605,8.984544043347741e-05,2.13237920871721e-05,5.679091627514463e-05,9.740275438521724e-05,0.00012404656894637322,8.129885486078476e-05,6.46829050026195e-05,0.000134446248302123,0.00010782437082260662,6.591460505846875e-05,5.1008200158741425e-05,8.89574631942352e-05,0.00010693386255944606,7.520376179058262e-05,0.00017924880811214807,7.847794762340856e-05,0.0001187381532430809,0.0001131636947981704,9.982387118531114e-05,0.0001228744811171936,8.771845658766167e-05,0.00012871117320641378,9.566425613099658e-05,0.00014023864786688,9.216519602845961e-05,0.0001090214979917204,6.094374264046103e-05,0.00012646186094074954,0.00011373155587152647,0.00011738719428853112,0.00011265283540412026,8.080952329321817e-05,8.682963159282477e-05,0.00020292223601307266,5.470492163334066e-05,0.0001413138515454623,5.337858137458189e-05,9.126316477788061e-05,0.00010526790450583661,0.0001264662304551437,0.00015587142749825815,0.00012883942641568204
ARLP,-4.490151787862842e-06,2.9530010096990725e-05,0.00013464895700961225,3.582402879060477e-05,1.0097394586882525e-05,9.450082877155356e-05,-5.522455616743822e-05,2.7436944734229225e-05,0.0001049875892031317,0.000146165890415623,1.2218167149834608e-05,6.674195068555489e-05,9.693098754986543e-05,0.00010972385659526982,1.4263373624862427e-05,5.1182382765041687e-05,4.412661434819879e-05,7.588158461396623e-05,5.15777483172648e-05,9.403794126244508e-05,7.042676895727667e-05,-9.701823794584224e-06,4.960290392076798e-05,7.112248851366518e-05,6.424759668003403e-05,0.00013166857401045856,5.6880101434441315e-05,3.8699728240913214e-05,7.051590368260504e-05,3.7465826466964304e-05,4.478225504638663e-05,7.254711299529408e-05,7.013291611331619e-05,9.764167236506537e-05,6.593628853632936e-05,4.8711787682172276e-05,5.2212243901569874e-05,6.68308164189349e-05,5.470492163334066e-05,0.0002740420521781675,6.22833454667886e-05,3.460916077155679e-05,6.419760278649592e-05,5.3567685945524317e-05,5.9170819289203765e-05,7.955307442904955e-05,7.256074728434741e-05
BCSF,-1.972121979231339e-05,8.061460864169475e-05,0.00015829873471953992,4.933711077344075e-05,0.00014003477355222814,0.00011018337085906697,3.598536291762389e-05,6.633134259317082e-05,0.00012442632679850654,0.00016931865561812357,7.98088176696803e-05,9.618270135386104e-05,0.00013576514907955001,0.00016815844385167423,5.950532280446046e-05,9.162008472104953e-05,0.00010363128778664189,0.0001376842981425682,0.00010798565363639413,0.00020096935378781098,0.0001129688392692747,0.0001519928731560282,0.0001141691566944353,0.00011245790985665123,0.0001318759233928368,0.0001506148452448716,0.00015145272229656202,0.00011982368253198894,0.00018181697774107775,0.00011255406348879844,0.00013079724063900505,9.194942861472781e-05,0.00016457379976314793,0.00016038534023020493,0.00015396988204065317,0.00013741540735041848,0.0001092203111801069,0.00011758404270731676,0.0001413138515454623,6.22833454667886e-05,0.0002225026781162,5.525702970884915e-05,0.00011619208240451517,0.00014562480072193883,0.0001602187835030887,0.00017043013536093324,0.00015767166328019207
RA,-1.567314571122037e-05,4.074143402864095e-05,5.6117408174372135e-05,7.446851885785752e-06,4.9570000143066794e-05,5.023436399215074e-05,1.8854099056995323e-05,2.4469388545809526e-05,5.426169668507428e-05,7.797149481274173e-05,4.376196615933715e-05,3.9015543727530155e-05,6.749941755005145e-05,4.965524103512437e-05,-1.1972225692268106e-06,2.1211076905166067e-05,3.342535632749702e-05,5.5205019373111836e-05,4.27123733800878e-05,7.194957758356745e-05,5.417178970997956e-05,7.735009286681895e-05,6.292531968304556e-05,6.793701045150939e-05,6.382752389198967e-05,5.031890501639697e-05,5.903018619091839e-05,5.1741661779616246e-05,5.6226936362596326e-05,4.5952197204507284e-05,5.262294413541698e-05,2.8710016804150053e-05,5.68700793020709e-05,5.384722678725429e-05,5.1956664463142604e-05,5.077036213209431e-05,4.4493193023636946e-05,5.184568674401167e-05,5.337858137458189e-05,3.460916077155679e-05,5.525702970884915e-05,5.041252127670992e-05,5.68324834572448e-05,4.2029127911365406e-05,5.568077301999751e-05,5.6376155030772654e-05,5.045221254183932e-05
USA,-1.5472061425391005e-05,7.064256690134121e-05,9.643574517989326e-05,2.6933774479814635e-05,0.0001345674430700454,0.00010081454160880952,2.973234590379991e-05,6.366253409390978e-05,0.00012275051811641701,0.00015143354177480167,9.028942984681426e-05,0.00010035229532740171,0.00012120198982777327,0.00016279064437216834,2.4200046838284897e-05,5.002328597138539e-05,5.114300965113857e-05,0.0001010084252245616,7.703131082222924e-05,0.00013875657193081328,0.00011436041867875422,0.0001883118981329914,0.00010174396891727662,0.00010504348910500314,0.0001053203937250369,0.00010131343447758959,0.00010909529475059764,0.00010368488574719498,0.00011449040160997197,7.885688156155506e-05,0.00010408113691330583,9.496461667937406e-05,0.00011025649098493055,0.00011352077844355964,0.00011218144639776102,0.00010258987330628908,9.4814896242928e-05,0.00012697701940689204,9.126316477788061e-05,6.419760278649592e-05,0.00011619208240451517,5.68324834572448e-05,0.00014885544386855556,8.911867216672646e-05,0.00010377426747853631,0.00012142898718636212,9.807592427095732e-05
GBDC,-4.954697242549784e-07,7.234266442324168e-05,0.0001461179770979429,3.711601717285139e-05,0.00013099665000782676,0.00015492039611456602,2.3688916029873754e-05,6.697557121164138e-05,0.00011489217771959198,0.0001614233251128842,8.011115079526071e-05,8.283631839733705e-05,0.00011497321066419121,0.0001373433177620026,2.3252789273782074e-05,7.506881010234766e-05,8.771488436621862e-05,9.880517041216062e-05,8.474303639552686e-05,0.00015738470076144006,0.00010001933050896595,0.00014143436788132408,9.840896795267316e-05,0.00010391612483135468,0.00010468460466366873,0.000136130130829669,0.00011638570682232359,8.624010285210243e-05,0.00014547320212760471,8.52122688798778e-05,9.993984232691874e-05,8.536080826037016e-05,0.00011701314671015855,0.00016882936262017085,0.00012011715694310977,9.692758991073252e-05,8.944402212326762e-05,0.00010173846996557855,0.00010526790450583661,5.3567685945524317e-05,0.00014562480072193883,4.2029127911365406e-05,8.911867216672646e-05,0.00014631593193636106,0.00012685008610036758,0.00014244275510455384,0.0001255729166281671
NMFC,8.879305213558919e-06,7.49611992069175e-05,0.0001746018087654085,2.34214821341643e-05,0.0001454637662615167,0.00014729808482016847,2.9833013881917433e-05,6.29509453628715e-05,9.652708124089126e-05,0.00014177930284177396,7.290161708773742e-05,5.7368021962947096e-05,0.00011312184661772397,0.00013821361442863803,5.5610181779886375e-05,7.89557087090321e-05,9.902308318068702e-05,0.00012531072231641388,0.00010143881004699213,0.00018215296112793217,8.516580345032265e-05,0.00015732975492433197,0.00010835943794067306,0.00012064792650249063,0.00013877295969400821,0.00012659933575865276,0.0001314586352031495,0.00011078480967703,0.000159456246028929,0.0001010710648126992,0.00011820675345084483,6.470286137143641e-05,0.0001471295826385303,0.00013893531489985556,0.00015287953652204765,0.00011878535572878395,9.550343749724321e-05,0.00010037392201686463,0.0001264662304551437,5.9170819289203765e-05,0.0001602187835030887,5.568077301999751e-05,0.00010377426747853631,0.00012685008610036758,0.00018914987182058182,0.00015546872104171185,0.0001381544647424155
PNNT,-5.4080665145220576e-05,9.682206476515354e-05,0.00014494101539961105,3.348839629660833e-05,0.00015679022310777072,0.000135081994600043,2.0812538579033185e-05,9.363626129952462e-05,0.00013681706731265373,0.00017814961965501746,9.403221310257057e-05,6.952469936389524e-05,0.00014810137664597676,0.00014592379938783783,5.82904175223878e-05,7.936769631315911e-05,0.00011525585116206717,0.00013053721987814395,0.00010026775605043926,0.00020160622323129492,0.00011175506358830868,0.00013416573047256026,0.00011706467422797609,0.00011952102834429872,0.0001404087659524335,0.00015816658805899468,0.00013855339718241315,0.00010459084223576654,0.00017181447728821533,0.00010149956635016509,0.0001187862250025355,8.14110256119454e-05,0.00014255357149736496,0.00012053871689671246,0.00015012575887825446,0.0001235421489500437,0.00010321487860254412,0.00011656072299836899,0.00015587142749825815,7.955307442904955e-05,0.00017043013536093324,5.6376155030772654e-05,0.00012142898718636212,0.00014244275510455384,0.00015546872104171185,0.00025030544006325557,0.0001521879542875687
GSBD,-3.200003256936735e-05,7.94404009879863e-05,0.00015104109612536988,3.585232578744136e-05,0.00012770697750165135,0.00013148927252595969,-2.056541086299867e-06,6.524092879990323e-05,0.00011463974049493521,0.00014444691991537408,8.702880925017255e-05,0.00010677374050200321,0.00013819208055905672,0.00012724475777121732,2.5524168794574853e-05,7.313257811335144e-05,9.8315532234909e-05,0.00010464702513736328,9.148497142965187e-05,0.00017697738607092063,9.154538700176527e-05,0.00014576872785744096,0.00010746703092134527,0.00011218783633949443,0.00012714331636185612,0.0001492874651508432,0.00013110233041115554,9.905166144244438e-05,0.0001579523284410383,9.616684047851331e-05,0.00010853961560986212,8.624374668329287e-05,0.00013456287536433317,0.00014297298214963373,0.00013584741651284426,0.00011365484705037673,9.56276340038861e-05,9.966570373248873e-05,0.00012883942641568204,7.256074728434741e-05,0.00015767166328019207,5.045221254183932e-05,9.807592427095732e-05,0.0001255729166281671,0.0001381544647424155,0.0001521879542875687,0.00018169041912913242
