date,CHKR,OXSQ,VOC,USEA,FAT,MIND,NHTC,ABEV,LYG,MFG,NOK,BTG,SAN,PBI,CCEL,WHF,OFS,MRCC,PTMN,TPVG,CMBT,ZIM,OXLC,ECC,ORC,PSEC,TWO,AGNC,FSK,DX,NLY,INSW,MITT,SUNS,PBR,EFC,SDIV,QYLD,TRIN,ARLP,BCSF,RA,USA,GBDC,NMFC,PNNT,GSBD
2024-07-11,-0.0024721891453870336,0.0,-0.0019029501460867428,0.0154443224274729,0.010362787035545119,-0.06165093962516459,-0.021248292308126308,0.009389740349839578,0.02337335118530772,-0.0069364439966570985,-0.005063301956547766,0.0481192483441975,-0.006217636610870338,0.07224490687332921,-0.08289395542936627,0.0040469500801979565,0.02855705190874098,-0.01591545530589799,0.0025542798050993583,0.004907985312191784,-0.009762127556626476,-0.10407261336036926,-0.012422519998557433,-0.004894772376728392,0.008182395154940033,-0.0035778213478849692,0.017287164814313503,0.024938948347252146,0.005433453722995059,0.01727727057139997,0.027984527762086375,-0.006314702618193239,0.037041271680348646,0.22561836254727974,0.0032970685983827034,0.021996173551783658,0.01384259656630734,-0.001672707387506956,0.0,0.006032594204790105,0.0036253816143157302,0.0031323439863199655,0.008596041469797377,0.007528266420790046,0.0024321049686123948,-0.010204170174241063,-0.0032144032820084238
2024-07-12,-0.03526813883745811,0.006666691358192165,0.018868484304383825,-0.0038387763071687222,0.08683954092081589,0.034317092924129156,-0.010079278994703005,0.004662013105811813,-0.0033057881345013264,0.006936443996657169,0.012610507591929733,0.019934214900819286,0.010341353794732971,0.016529301951210506,0.048658246749546455,-0.0008080808520610998,-0.0022547923870892047,0.004801289564832408,-0.005115100666769707,0.00731710581706751,0.0,-0.046973125441809024,-0.0035778213478830753,-0.0019960086467154833,0.010422792676093735,-0.0035906681307273703,0.02064970129053919,0.029128272923023637,0.001476741592512939,0.0073141325659256224,0.02428867851181527,-0.020263757707453398,0.012508849691710022,-0.029382264152993855,-0.0066050438279246,0.007739976720313726,0.0030994047392875475,0.0016727073875068557,0.015504186535965692,0.0024028846163125306,0.0012055456553546774,-0.0007821666413677272,0.014164542768651507,-0.010050335853501787,0.004040409537010656,0.0038387763071650034,-0.00193361323539313
2024-07-15,0.03154835773492627,0.003316752625993378,0.02400854005200927,-0.0038535693159886288,-0.007590169266675149,0.07651471218428688,0.007209836566749971,-0.004662013105811748,-0.003316752625992256,-0.00230680609791428,-0.017699577099399393,-0.003294895896851758,-0.014508026489579535,0.03081681864598859,-0.06260547423039621,0.0016155092366603567,0.011223462369850236,0.0019008001044158182,0.0046047663867436976,0.002427185657610916,-0.012959144642505005,0.0603140681657919,0.01069528911674751,0.0029925209364541506,-0.0023068060979148366,0.007168489478612277,0.0087209855054464,-0.007684956169383687,0.0009832842483501426,0.00966969661795299,-0.001960784941943322,0.01797361313212843,0.017796499803619293,-0.09211528890780173,0.007263155072471834,-0.0007713074042252033,0.0,0.0016699141091833837,-0.010544913176615671,-0.00040008002134246797,-0.0006025911601442782,-0.0015661710327468364,-0.011315537992575198,-0.006333143397020127,-0.004040409537010548,-0.05243665127304361,0.001933613235393008
2024-07-16,-0.018809331957498038,0.026145280104321992,-0.011009285508370265,0.0038535693159886452,0.005698021114638237,0.039392401710660684,0.017094433359300474,0.01851904776723862,0.009917436657344385,0.01148118237395711,-0.010256500167191127,0.035660180398882184,0.008316056241656504,0.02285813807604975,0.008391657636247501,-0.007290433262682587,-0.004474280394921412,0.007896709751904514,0.0040754004445211385,0.004836768800613579,0.003100777678247964,0.010436787952052435,0.0035398267051253143,0.0,0.018307147444356763,0.0,0.017217068042990294,0.013410162647423257,-0.004926118336057339,0.011957097421123785,0.01702789865311041,0.008604847193518207,0.020148431760503457,-0.040689095324098874,-0.0006581112445471907,0.009216655104923388,0.010116646652238888,-0.000556328248003623,-0.009943263740330551,0.009161585689914088,0.0018066852249483865,0.0,0.009908078224694758,0.0,0.00080938895556138,-0.005457039463057866,-0.008406127741014612
2024-07-17,0.0125787822068615,-0.004850454133748685,-0.003696861881325089,-0.005785937067041878,-0.011428695823624092,-0.00107353740852408,0.004228336109520884,0.0,-0.003294895896850867,0.006825965070399891,0.0051413995004197565,-0.025807883955873044,0.006191970247922967,0.0,0.034226475669535975,-0.0032573318703089608,-0.005621150270429736,-0.005284028146605713,0.009613026216059225,0.059701752336957174,0.0012376239203500782,-0.02154184377475639,0.0035273405179675555,-0.001994018606863728,-0.006825965070399535,0.0,0.0028409110016043137,-0.012446307151116708,0.006399234242031581,-0.007157088205085824,-0.015067113711167084,-0.011607587240024777,0.00662692948760952,-0.07500282679956254,-0.003957788807418815,0.001527884178055832,-0.003946508082081981,-0.004461803274840457,0.00852883634751786,0.0031670651966994906,0.0024038473113935734,0.0,-0.0042343041387873405,-0.009575559919575337,0.005647453493077642,0.004095568864737423,-0.003903713480469948
2024-07-18,0.0246926125903712,-0.013201511858537192,-0.020580707700022047,-0.008898273241334097,0.0019138761822833112,-0.00709276345532858,-0.0028169032711137143,-0.03738753207162252,-0.0033057881345013264,0.0022650066308513967,-0.0745025272979197,-0.026491615446976795,-0.006191970247922894,-0.03156646596783464,-0.009465925988882637,-0.008190053970036755,-0.0033879196719356687,-0.010652564116206914,-0.009613026216059218,-0.004555816535860356,0.0037037079374842106,-0.02258706977485599,-0.008984786407814065,-0.005002511682972245,-0.020761991448429697,-0.0017873105740953065,-0.022956531798606482,-0.008708327891784981,-0.010853584591410004,-0.0039984059666959195,-0.013806925446105215,-0.023265186774102848,-0.014637653233688779,0.009799632988798723,-0.011968227963567316,-0.00843239952459561,-0.007054702979893952,-0.0005591277752629199,-0.02073724650691294,0.005518342738447475,-0.004210532536342045,-0.005500996190341223,-0.008522778861983632,-0.004500168314612119,-0.007266887045377553,-0.017869891329566942,-0.011144002578671748
2024-07-19,-0.0010981637367432201,0.0033167526259931567,-0.017159620282824587,0.0030786641880720224,-0.0019138761822832745,0.046065573454838374,-0.008498634721462133,0.004750602758598019,0.0033057881345014022,-0.01366763872866387,0.00825314175671916,-0.01692087748833661,-0.006230549750636086,-0.011730339785488706,-0.02615427812925654,-0.00908721660135687,0.0011305823702854121,-0.0026809667532580466,-0.008680166831264845,-0.003430535096789582,0.014679162663049075,-0.03368495015271703,0.003603607503297733,-0.005027662676965835,-0.011723463696058697,-0.018051031645568986,-0.007283353391105475,-0.006825965070399759,0.0004959087629504273,-0.01209204576503032,-0.0034817244821686113,0.016876522631244242,0.006680051560374449,-0.07642926765909218,-0.0006691201320219856,0.00230680609791044,-0.003546103006747581,-0.0061711275788057535,0.005763704716751017,0.002747793681798977,-0.003623192369425632,-0.005531424613231546,-0.021630259308704283,-0.0032268501700968132,-0.00813674139306395,-0.008356594590941978,-0.0033014226090485547
2024-07-22,0.02519571531580337,-0.003316752625993258,0.03774032798284668,0.011605546120304159,0.003824096438405024,-0.013101986320715485,0.004966310313916722,0.009434032233359153,-0.006622540760493606,0.009132483563271813,0.024358443832039788,0.02027096437362116,0.02469261259037293,0.004415018209116251,0.03157434559859597,0.015644617147511593,-0.017094433359300634,0.02387381290489663,0.0046047663867436976,0.024888162435253294,0.029317086174208282,0.04729831977637888,0.010733555643108192,0.009031672030347757,0.008220833144855973,0.016260520871779233,0.009458055226791997,0.002931120808858948,0.012808056863412146,0.009685305734466758,0.00744605078407743,0.04354571639342856,0.013227706097550689,0.07376615023960867,-0.012799096918845725,0.006125593426685004,0.010600805986641646,0.00826066556804268,0.019915309700940645,0.0011753184506721056,0.007833724905767643,0.0039541372199811365,0.008941937375661653,0.008368249670519001,0.013793322132340587,0.01112667946475815,0.009871748479152773
2024-07-23,-0.03636764417087587,-0.003327790092674134,-0.011173300598126198,-0.011605546120304183,-0.003824096438405066,0.04161715662873677,0.0007074637719904772,-0.004705891037412951,0.006622540760493677,0.022472855852060096,0.000731283349281277,-0.006711434587988592,0.004056800695614911,-0.008849615276982949,0.04492168739151123,-0.0024539889615616942,0.004587164006906361,0.0228048234620583,0.008134259390681605,-0.005602255548669898,-0.013056565302427848,0.029968946481346598,0.001777778246000022,-0.0009995003330829436,0.004667453047496347,0.0,-0.0021747018356866516,0.006806054468999276,-0.003432217147210654,0.010387628361577358,0.004933409117957097,-0.011313113459796846,-0.01322770609755064,0.037509848749649015,-0.012278462578713487,0.0015255533088398524,-0.006612322968254189,-0.0016925250866921789,0.00631802733456308,0.003907781448075336,-0.009044378806663448,0.011769457159477506,0.005917177028088077,-0.0038535693159927526,-0.00161290357547044,0.002762432695909194,-0.0065703258701042405
2024-07-24,-0.012422519998555636,-0.006688988150795311,0.007462721201589594,0.0058196090532622365,0.013320843975660994,-0.06856267143729666,-0.006527623575665251,-0.00947874395454433,-0.006622540760493606,-0.020202707317519466,-0.01084021455286517,-0.010152371464015606,0.022022912087437473,-0.023989156370022115,-0.015625317903081658,-0.006573565166659632,-0.021978906718774775,-0.024116299059869253,-0.00660403720991364,-0.012436565041008039,-0.010810916104215617,-0.031096342316652457,-0.03617030820575455,-0.029428810690812397,-0.03434322119361245,-0.014440684154793909,-0.0212695953658459,-0.03751673938493361,-0.008384759357574139,-0.013748700191718994,-0.020885890979834735,-0.026374771325577293,-0.013405026468047442,-0.0034305350967824525,-0.006887079563721591,-0.034111834506863496,-0.016050277677628382,-0.021690348067229782,-0.003505085957951697,0.009703161710979182,0.00423089177511089,-0.003125002543139064,-0.020865138463961447,-0.005808341595747572,-0.008103772063110061,-0.006920442844573125,-0.006613780722033469
